id,creation_date,user_id,latitude,longitude,sample_time,accuracy,user_token,sample_timezone
40435,2016-10-21 20:29:38,12176943568701362661,6323893.331526688,-13705051.386348173,10/21/16 20:28,22.061000824,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40434,2016-10-21 20:29:38,12176943568701362661,6323916.081675202,-13705036.024258442,10/21/16 20:27,23.2140007019,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40433,2016-10-21 20:29:38,12176943568701362661,6323718.63701202,-13705005.890072286,10/21/16 20:26,31.1739997864,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40432,2016-10-21 20:29:38,12176943568701362661,6323575.518554185,-13704894.58171344,10/21/16 20:25,64.1399993896,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40431,2016-10-21 20:29:38,12176943568701362661,6323521.879625733,-13704897.709791133,10/21/16 20:24,28.1140003204,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40430,2016-10-21 20:29:38,12176943568701362661,6323492.099331047,-13704758.538163742,10/21/16 20:21,23.8950004578,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40429,2016-10-21 20:29:38,12176943568701362661,6323492.099331047,-13704758.538163742,10/21/16 20:21,23.8950004578,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40428,2016-10-21 20:29:38,12176943568701362661,6323475.3916932475,-13704761.643977538,10/21/16 20:19,22.4309997559,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40427,2016-10-21 20:29:38,12176943568701362661,6323450.731348734,-13704780.245464448,10/21/16 20:18,49.4010009766,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40426,2016-10-21 20:29:38,12176943568701362661,6323383.577074503,-13704785.176917888,10/21/16 20:17,36.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40425,2016-10-21 20:29:38,12176943568701362661,6323212.9547243435,-13704955.05046084,10/21/16 20:16,22.3309993744,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40424,2016-10-21 20:29:38,12176943568701362661,6323177.936442234,-13704872.507058417,10/21/16 20:14,35.7480010986,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40423,2016-10-21 20:29:38,12176943568701362661,6323176.451752205,-13704906.18120438,10/21/16 20:12,31.9190006256,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40422,2016-10-21 20:29:38,12176943568701362661,6323176.451752205,-13704906.18120438,10/21/16 20:09,31.9190006256,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40421,2016-10-21 20:29:38,12176943568701362661,6323149.130089391,-13704900.125424081,10/21/16 20:07,24.3220005035,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40420,2016-10-21 20:29:38,12176943568701362661,6323149.130089391,-13704900.125424081,10/21/16 20:06,24.3220005035,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40419,2016-10-21 20:29:38,12176943568701362661,6323149.130089391,-13704900.125424081,10/21/16 20:05,24.3220005035,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40418,2016-10-21 20:29:38,12176943568701362661,6323115.73327413,-13704906.32591972,10/21/16 20:02,25.9489994049,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40417,2016-10-21 20:29:38,12176943568701362661,6323115.73327413,-13704906.32591972,10/21/16 20:01,25.9489994049,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40416,2016-10-21 20:29:38,12176943568701362661,6323115.73327413,-13704906.32591972,10/21/16 20:00,25.9489994049,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40415,2016-10-21 20:29:38,12176943568701362661,6323115.73327413,-13704906.32591972,10/21/16 19:59,25.9489994049,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40414,2016-10-21 19:57:45,12176943568701362661,6323130.955515848,-13704936.883119943,10/21/16 19:57,27.4400005341,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40413,2016-10-21 19:57:45,12176943568701362661,6323130.955515848,-13704936.883119943,10/21/16 19:56,27.4400005341,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40412,2016-10-21 19:57:45,12176943568701362661,6323130.955515848,-13704936.883119943,10/21/16 19:52,27.4400005341,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40411,2016-10-21 19:57:45,12176943568701362661,6323111.961848543,-13704929.279998723,10/21/16 19:51,31.3400001526,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40410,2016-10-21 19:57:45,12176943568701362661,6323142.918305848,-13704789.974787943,10/21/16 19:50,23.4990005493,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40409,2016-10-21 19:57:45,12176943568701362661,6323174.98412784,-13704769.313890452,10/21/16 19:49,43.5,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40408,2016-10-21 19:57:45,12176943568701362661,6323328.72770405,-13704644.179650852,10/21/16 19:48,29.6130008698,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40407,2016-10-21 19:57:45,12176943568701362661,6323280.773195809,-13704541.776851268,10/21/16 19:47,22.3700008392,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40406,2016-10-21 19:57:45,12176943568701362661,6323335.434530723,-13704553.888411867,10/21/16 19:46,38.28099823,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40405,2016-10-21 19:57:45,12176943568701362661,6323378.150145125,-13704712.908304468,10/21/16 19:45,22.0809993744,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40404,2016-10-21 19:57:45,12176943568701362661,6323406.308778994,-13704763.336033795,10/21/16 19:44,22.7549991608,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40403,2016-10-21 19:57:45,12176943568701362661,6323575.740414923,-13704865.4494027,10/21/16 19:43,22.718000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40402,2016-10-21 19:57:45,12176943568701362661,6323619.600691216,-13704967.841070332,10/21/16 19:42,39.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40401,2016-10-21 19:57:45,12176943568701362661,6323768.744407293,-13704996.583762854,10/21/16 19:41,24.1100006104,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40400,2016-10-21 19:57:45,12176943568701362661,6323868.277420799,-13705056.028370937,10/21/16 19:40,25.8159999847,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40399,2016-10-21 19:57:45,12176943568701362661,6323905.295400571,-13705115.03883301,10/21/16 19:38,33.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40398,2016-10-21 19:57:45,12176943568701362661,6323904.237254122,-13705115.228076141,10/21/16 19:37,8.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40397,2016-10-21 19:57:45,12176943568701362661,6323884.6615688,-13705126.738511492,10/21/16 19:36,13.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40396,2016-10-21 19:57:45,12176943568701362661,6323961.616290746,-13705005.311210932,10/21/16 19:35,50.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40395,2016-10-21 19:57:45,12176943568701362661,6323943.576497917,-13705164.498082766,10/21/16 19:34,35.4780006409,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40394,2016-10-21 19:57:45,12176943568701362661,6323961.223749902,-13705328.19339398,10/21/16 19:33,699.9990234375,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40393,2016-10-21 19:57:45,12176943568701362661,6323993.821769176,-13705277.620949313,10/21/16 19:31,22.2479991913,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40392,2016-10-21 19:57:45,12176943568701362661,6324002.986784774,-13705320.44555742,10/21/16 19:30,22.3670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40391,2016-10-21 19:57:45,12176943568701362661,6324036.387121628,-13705314.256193733,10/21/16 19:29,22.3670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40390,2016-10-21 19:57:45,12176943568701362661,6324036.387121628,-13705314.256193733,10/21/16 19:28,22.3670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40389,2016-10-21 19:57:45,12176943568701362661,6324040.961117784,-13705335.662931811,10/21/16 19:27,23.0510005951,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40388,2016-10-21 19:57:45,12176943568701362661,6324051.611028913,-13705344.824525906,10/21/16 19:26,22.0259990692,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40387,2016-10-21 19:57:45,12176943568701362661,6324030.328287266,-13705326.512469666,10/21/16 19:25,21.908000946,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40386,2016-10-21 19:57:45,12176943568701362661,6324051.611028913,-13705344.824525906,10/21/16 19:24,22.8500003815,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40385,2016-10-21 19:57:45,12176943568701362661,6324011.332589784,-13705318.898216499,10/21/16 19:23,35.0530014038,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40384,2016-10-21 19:57:45,12176943568701362661,6324101.703339792,-13705335.529348424,10/21/16 19:22,24.0090007782,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40383,2016-10-21 19:57:45,12176943568701362661,6324101.703339792,-13705335.529348424,10/21/16 19:20,22.9249992371,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40382,2016-10-21 19:57:45,12176943568701362661,6324101.703339792,-13705335.529348424,10/21/16 19:18,22.9249992371,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40381,2016-10-21 19:57:45,12176943568701362661,6324101.703339792,-13705335.529348424,10/21/16 19:17,22.9249992371,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40380,2016-10-21 19:57:45,12176943568701362661,6324087.298569764,-13705349.332965283,10/21/16 19:15,22.0400009155,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40379,2016-10-21 19:57:45,12176943568701362661,6323444.587606329,-13705023.35610039,10/21/16 19:14,800.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40378,2016-10-21 19:57:45,12176943568701362661,6323963.374191262,-13705216.484284967,10/21/16 19:13,22.6739997864,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40377,2016-10-21 19:57:45,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:12,21.8850002289,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40376,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:10,21.8710002899,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40375,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:09,21.8710002899,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40374,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:08,21.8710002899,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40373,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:07,21.8759994507,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40372,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:05,21.8759994507,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40371,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 19:03,21.8759994507,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40370,2016-10-21 19:11:25,12176943568701362661,6323950.454484377,-13705196.624887811,10/21/16 19:02,21.9050006866,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40369,2016-10-21 19:11:25,12176943568701362661,6323950.454484377,-13705196.624887811,10/21/16 18:59,21.9050006866,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40368,2016-10-21 19:11:25,12176943568701362661,6323950.454484377,-13705196.624887811,10/21/16 18:58,21.9050006866,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40367,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 18:56,21.8670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40366,2016-10-21 19:11:25,12176943568701362661,6323958.800237283,-13705195.06641494,10/21/16 18:55,21.8670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40365,2016-10-21 19:11:24,12176943568701362661,6323987.762965464,-13705289.87722525,10/21/16 18:54,21.8670005798,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40364,2016-10-21 19:11:24,12176943568701362661,6324142.647838564,-13705283.398430884,10/21/16 18:53,21.6340007782,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40363,2016-10-21 19:11:24,12176943568701362661,6324059.137656929,-13705298.894104002,10/21/16 18:52,23.1830005646,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40362,2016-10-21 19:11:24,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:50,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40361,2016-10-21 19:11:24,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:49,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40360,2016-10-21 19:11:24,12176943568701362661,6323978.597966448,-13705247.052617138,10/21/16 18:47,21.6509990692,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40359,2016-10-21 19:11:24,12176943568701362661,6323978.597966448,-13705247.052617138,10/21/16 18:46,21.6509990692,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40358,2016-10-21 19:11:24,12176943568701362661,6323985.475981534,-13705279.168290233,10/21/16 18:45,22.1909999847,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40357,2016-10-21 19:11:24,12176943568701362661,6323978.597966448,-13705247.052617138,10/21/16 18:43,22.1660003662,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40356,2016-10-21 19:11:24,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:43,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40355,2016-10-21 19:11:24,12176943568701362661,6323963.374191262,-13705216.484284967,10/21/16 18:41,24.2220001221,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40354,2016-10-21 19:11:24,12176943568701362661,6324040.961117784,-13705335.662931811,10/21/16 18:40,23.3490009308,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40353,2016-10-21 19:11:24,12176943568701362661,6324135.104068502,-13705329.328852786,10/21/16 18:39,37.8680000305,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40352,2016-10-21 19:11:24,12176943568701362661,6324221.721292372,-13705368.91406371,10/21/16 18:38,26.6079998016,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40351,2016-10-21 19:11:24,12176943568701362661,6324163.93086431,-13705301.710487118,10/21/16 18:37,50.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40350,2016-10-21 19:11:24,12176943568701362661,6324086.479341877,-13705304.949884303,10/21/16 18:35,21.8770008087,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40349,2016-10-21 19:11:24,12176943568701362661,6324127.423766567,-13705252.830098711,10/21/16 18:34,26.593000412,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40348,2016-10-21 19:11:24,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:32,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40347,2016-10-21 19:11:24,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:31,22.2210006714,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40346,2016-10-21 18:30:25,12176943568701362661,6324145.617559854,-13705216.061270902,10/21/16 18:29,21.6270008087,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40345,2016-10-21 18:30:25,12176943568701362661,6324145.617559854,-13705216.061270902,10/21/16 18:26,21.6270008087,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40344,2016-10-21 18:30:25,12176943568701362661,6324145.617559854,-13705216.061270902,10/21/16 18:23,21.9950008392,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40343,2016-10-21 18:30:25,12176943568701362661,6324141.81153793,-13705223.341565602,10/21/16 18:23,10.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40342,2016-10-21 18:30:25,12176943568701362661,6324139.541579485,-13705228.317546839,10/21/16 18:22,22.2059993744,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40341,2016-10-21 18:30:25,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:21,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40340,2016-10-21 18:30:25,12176943568701362661,6323681.619853405,-13705157.451559002,10/21/16 18:20,1200.0,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40339,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:18,22.9020004272,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40338,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:14,23.1529998779,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40337,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:08,23.1529998779,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
40336,2016-10-21 18:30:25,12176943568701362661,6324133.482670844,-13705240.573822774,10/21/16 18:05,21.9060001373,4432fdf09eb34a7cb6b24164be30da78e2cbddd8b82031a65a142d13aaaabba6,-420
